Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,SSD,HDD,Flash,Hybrid,Price_rupees
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.63,0,1000,0,0,134400.0
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Linux,2.0,0,500,0,0,23520.0
Others,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,Intel,Windows 10,1.35,0,0,32,0,26775.0
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,Nvidia,Windows 10,2.8,128,1000,0,0,99645.0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,AMD,Windows 10,1.91,128,0,0,0,59734.5
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,AMD,Windows 10,2.18,0,1000,0,0,64879.5
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,others,4,Intel,Windows 10,1.25,0,0,32,0,36645.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Intel,Windows 10,2.05,128,0,0,0,66150.0
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,Intel,Windows 10,1.16,512,0,0,0,206325.0
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.4,256,0,0,0,314895.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.5,128,1000,0,0,88095.0
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.21,128,0,0,0,167895.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,Intel,Windows 10,1.93,0,500,0,0,100695.0
Others,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.2,0,1000,0,0,77595.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,Intel,Windows 10,2.2,0,500,0,0,36120.0
Lenovo,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,2.02,0,500,0,0,103950.0
HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,Nvidia,Windows 10,3.14,0,500,0,0,195403.95
HP,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,Intel,Windows 10,1.94,0,2000,0,0,40845.0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,AMD,Windows 10,1.95,256,0,0,0,68145.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.3,256,0,0,0,87150.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,2.05,0,500,0,0,71925.0
Others,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,Intel,Windows 10,1.4,32,0,0,0,26145.0
Others,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.24,512,0,0,0,195825.0
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,Nvidia,Windows 10,4.6,256,1000,0,0,279615.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia,Windows 10,4.14,512,1000,0,0,286545.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,Linux,2.2,256,0,0,0,78646.05
Others,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,Intel,Windows 10,1.45,32,0,0,0,40845.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,1.9,0,500,0,0,105894.59999999999
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,1.49,128,0,0,0,75495.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,Nvidia,Windows 10,1.93,256,0,0,0,161425.95
Dell,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Chrome OS,1.26,0,0,16,0,30975.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,Nvidia,Windows 10,4.5,128,1000,0,0,246645.0
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.78,256,1000,0,0,157290.0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,Intel,Windows 10,1.4,256,0,0,0,175665.0
Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12,Intel,Windows 10,2.2,0,1000,0,0,63945.0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.73,128,1000,0,0,185850.0
Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.2,0,1000,0,0,77595.0
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,AMD,Windows 10,2.2,512,0,0,0,99645.0
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,others,4,Intel,Windows 10,1.39,128,0,0,0,63315.0
Others,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.5,128,1000,0,0,178395.0
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,No OS,2.8,0,500,0,0,55545.0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,Intel,Windows 10,2.29,0,1000,0,0,48195.0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.37,512,0,0,0,212625.0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Intel,Windows 10,1.7,256,0,0,0,154770.0
Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.34,256,0,0,0,175350.0
Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.06,256,0,0,0,185115.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.84,256,0,0,0,127995.0
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,2.1,0,500,0,0,70190.40000000001
Acer,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,Intel,Windows 10,1.6,0,0,32,0,34545.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,Nvidia,Windows 10,4.14,128,1000,0,0,230895.0
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,AMD,Linux,2.18,0,1000,0,0,48825.0
MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,1.8,256,2000,0,0,241395.0
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel,Windows 10,2.2,256,0,0,0,146895.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel,Windows 10,2.4,0,1000,0,0,59220.0
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Intel,Windows 10,2.0,256,0,0,0,136395.0
Acer,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel,Windows 10,1.6,0,0,128,0,36645.0
Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,others,32,Nvidia,Windows 10,2.5,1000,0,0,0,514395.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia,Windows 10,2.59,0,1000,0,0,92296.05
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,Intel,Linux,2.18,0,1000,0,0,46609.5
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,Intel,Linux,2.25,0,1000,0,0,37695.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,Intel,Linux,1.93,0,500,0,0,91245.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.0,128,1000,0,0,122640.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,AMD,Linux,2.18,128,0,0,0,59745.0
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.84,512,0,0,0,145845.0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.94,256,1000,0,0,238125.30000000002
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,Intel,Chrome OS,1.25,0,0,32,0,39795.0
HP,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,2.31,256,0,0,0,118020.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel,Windows 7,1.65,256,0,0,0,153825.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,AMD,Windows 10,2.2,0,1000,0,0,81480.0
Others,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.2,256,0,0,0,83895.0
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,Intel,Windows 7,1.88,0,500,0,0,97860.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.2,0,1000,0,0,94395.0
Others,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,Intel,Windows 10,1.4,0,0,32,0,25095.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,No OS,2.2,128,0,0,0,49140.0
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel,Windows 10,1.5,0,1000,0,0,67096.05
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.0,256,0,0,0,191100.0
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.1,512,0,0,0,199500.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.62,256,1000,0,0,155295.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,1.8,256,0,0,0,87045.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Nvidia,Windows 10,2.2,0,1000,0,0,60795.0
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,Intel,Windows 10,2.0,0,1000,0,0,41895.0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,1.99,0,1000,0,0,95195.1
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.23,256,0,0,0,196245.0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,Intel,Windows 10,1.42,0,0,32,0,26145.0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.37,256,0,0,0,184529.1
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.06,1000,0,0,0,251895.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.5,128,1000,0,0,116445.0
HP,Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8,AMD,Windows 10,2.6,0,1000,0,0,54694.5
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.14,512,0,0,0,257250.0
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,No OS,2.5,0,1000,0,0,122745.0
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,2.4,0,500,0,0,47250.0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Windows 10,1.43,0,0,32,0,28770.0
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.8,256,0,0,0,96495.0
Others,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,1.95,256,0,0,0,272895.0
Others,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel,Windows 10,1.2,256,0,0,0,127365.0
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.36,256,0,0,0,166320.0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,Nvidia,Windows 10,3.8,512,0,0,0,293895.0
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Linux,2.4,0,1000,0,0,74445.0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.2,256,0,0,0,152239.5
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.2,128,1000,0,0,125139.0
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,No OS,1.86,0,500,0,0,38314.5
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.0,0,500,0,0,111720.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.2,256,0,0,0,96495.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,AMD,Windows 10,2.2,256,2000,0,0,119175.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,Nvidia,Windows 10,3.31,128,1000,0,0,125580.0
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,Nvidia,Windows 10,4.42,512,1000,0,0,330473.85
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,Intel,Windows 10,1.56,256,0,0,0,129045.0
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,2.2,0,500,0,0,43995.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel,Windows 10,2.2,0,500,0,0,56175.0
HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,AMD,Windows 10,2.04,0,1000,0,0,56595.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.7,128,1000,0,0,156110.85
Others,Notebook,15.6,1366x768,others,4,Intel,Windows 10,2.1,128,0,0,0,52290.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.06,0,1000,0,0,100275.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,Windows 10,2.1,0,1000,0,0,78225.0
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.0,256,0,0,0,132090.0
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Linux,2.1,128,0,0,0,43260.0
Others,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,Intel,Windows 10 S,1.252,256,0,0,0,196124.25
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD,Windows 10,1.9,128,1000,0,0,85884.75
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.3,256,0,0,0,108570.0
Lenovo,Notebook,15.6,1366x768,others,4,AMD,Windows 10,2.2,128,0,0,0,36645.0
HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,Nvidia,Windows 10,1.63,128,0,0,0,73395.0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.4,256,1000,0,0,135870.0
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.1,256,0,0,0,119175.0
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,Intel,Chrome OS,1.4,0,0,64,0,51975.0
Others,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.09,512,0,0,0,241395.0
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,Nvidia,Windows 10,2.5,256,0,0,0,136395.0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.2,256,0,0,0,104779.5
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.86,128,0,0,0,43995.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,Nvidia,Windows 10,3.21,128,1000,0,0,215355.0
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,AMD,Windows 10,2.5,256,0,0,0,73395.0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.19,512,0,0,0,157395.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia,Windows 10,3.49,256,1000,0,0,295443.75
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,AMD,Windows 10,1.86,0,500,0,0,64324.05
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,AMD,Windows 10,2.2,0,1000,0,0,57295.35
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,AMD,Windows 10,2.65,0,2000,0,0,59745.0
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel,Windows 10,2.1,0,500,0,0,33390.0
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel,Chrome OS,1.45,0,0,32,0,39375.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,1.7,256,0,0,0,73395.0
HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.14,0,500,0,0,200338.95
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.42,256,0,0,0,271950.0
Others,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.5,256,0,0,0,102165.0
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,Intel,Windows 10,1.4,0,0,32,0,28245.0
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.38,512,0,0,0,183645.0
Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,others,4,Intel,Chrome OS,1.2,0,0,64,0,70245.0
Others,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,Intel,Windows 10,1.36,512,0,0,0,197085.0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,AMD,Windows 10,2.1,0,500,0,0,72345.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.56,0,1000,0,0,85995.0
Lenovo,Notebook,15.6,Full HD 1920x1080,others,4,AMD,Windows 10,2.2,256,0,0,0,41895.0
Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,AMD,Windows 10,2.2,0,1000,0,0,45045.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,2.1,0,2000,0,0,65252.25000000001
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,No OS,1.9,0,500,0,0,47250.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.18,256,0,0,0,83475.0
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.6,256,0,0,0,104895.0
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,Nvidia,Windows 7,2.18,512,0,0,0,194775.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,Intel,Windows 10,1.8,256,0,0,0,125055.0
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,AMD,Windows 10,2.71,0,2000,0,0,68776.05
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.5,128,1000,0,0,131145.0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,Nvidia,Linux,1.64,256,0,0,0,114345.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Linux,1.98,0,1000,0,0,76230.0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.5,0,0,32,0,31290.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,Intel,Windows 10,1.93,512,0,0,0,149799.30000000002
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,1.87,256,0,0,0,89992.35
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,1.9,256,0,0,0,123795.0
Lenovo,Notebook,15.6,1366x768,others,4,AMD,Windows 10,2.19,0,500,0,0,31290.0
Others,Notebook,14.0,IPS Panel Full HD 1920x1200,others,4,Intel,Windows 10,1.4,0,32,0,0,27825.0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.63,256,0,0,0,126000.0
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,Intel,Windows 10,1.17,512,0,0,0,177097.2
HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.58,256,0,0,0,87843.0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.32,256,0,0,0,157395.0
Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,Nvidia,Windows 10,4.36,1000,1000,0,0,384237.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.7,128,1000,0,0,141590.4
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,Intel,No OS,1.9,0,1000,0,0,51439.5
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.2,128,1000,0,0,75495.0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,1.71,0,1000,0,0,68145.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,AMD,Linux,2.32,0,1000,0,0,61899.6
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,AMD,Windows 10,2.1,0,1000,0,0,51345.0
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia,Windows 10,4.2,128,1000,0,0,203175.0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,Intel,Windows 10,2.25,0,1000,0,0,68145.0
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,AMD,Windows 10,2.1,128,1000,0,0,68250.0
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,2.4,0,500,0,0,58695.0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.44,256,0,0,0,100800.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,Intel,Windows 10,1.85,0,1000,0,0,81795.0
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.6,256,0,0,0,253995.0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.55,0,1000,0,0,69195.0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,1.8,256,1000,0,0,219920.4
